y_true,y_prob,cum_profit,population_pct,risk_segment,risk_segment_dyn,transaction_profit
1,0.9999219,28400,1.4200000000000002,High Risk,High Risk,100
1,0.9999213,28500,1.425,High Risk,High Risk,100
1,0.99992025,28600,1.43,High Risk,High Risk,100
1,0.9999199,28700,1.435,High Risk,High Risk,100
1,0.99991894,28800,1.44,High Risk,High Risk,100
1,0.9999188,28900,1.4449999999999998,High Risk,High Risk,100
1,0.9999187,29000,1.4500000000000002,High Risk,High Risk,100
1,0.9999161,29100,1.455,High Risk,High Risk,100
1,0.9999126,29200,1.46,High Risk,High Risk,100
1,0.99991155,29300,1.465,High Risk,High Risk,100
1,0.9999114,29400,1.47,High Risk,High Risk,100
1,0.9999107,29500,1.4749999999999999,High Risk,High Risk,100
1,0.99991035,29600,1.48,High Risk,High Risk,100
1,0.99990845,29700,1.485,High Risk,High Risk,100
1,0.9999083,29800,1.49,High Risk,High Risk,100
1,0.99990714,29900,1.4949999999999999,High Risk,High Risk,100
1,0.99990606,30000,1.5,High Risk,High Risk,100
1,0.9999039,30100,1.505,High Risk,High Risk,100
1,0.99990284,30200,1.51,High Risk,High Risk,100
1,0.9999018,30300,1.5150000000000001,High Risk,High Risk,100
1,0.9999018,30400,1.52,High Risk,High Risk,100
1,0.99989665,30500,1.525,High Risk,High Risk,100
1,0.99989605,30600,1.53,High Risk,High Risk,100
1,0.9998952,30700,1.5350000000000001,High Risk,High Risk,100
1,0.99989486,30800,1.54,High Risk,High Risk,100
1,0.9998914,30900,1.545,High Risk,High Risk,100
1,0.99989045,31000,1.55,High Risk,High Risk,100
1,0.9998889,31100,1.555,High Risk,High Risk,100
1,0.99988806,31200,1.5599999999999998,High Risk,High Risk,100
1,0.9998872,31300,1.5650000000000002,High Risk,High Risk,100
1,0.999887,31400,1.5699999999999998,High Risk,High Risk,100
1,0.99988675,31500,1.575,High Risk,High Risk,100
1,0.9998851,31600,1.58,High Risk,High Risk,100
1,0.9998847,31700,1.585,High Risk,High Risk,100
1,0.9998807,31800,1.59,High Risk,High Risk,100
1,0.9998803,31900,1.595,High Risk,High Risk,100
1,0.99987996,32000,1.6,High Risk,High Risk,100
1,0.9998795,32100,1.6049999999999998,High Risk,High Risk,100
1,0.99987864,32200,1.6099999999999999,High Risk,High Risk,100
1,0.99987686,32300,1.6150000000000002,High Risk,High Risk,100
1,0.9998745,32400,1.6199999999999999,High Risk,High Risk,100
1,0.9998734,32500,1.625,High Risk,High Risk,100
1,0.99987185,32600,1.63,High Risk,High Risk,100
1,0.9998708,32700,1.635,High Risk,High Risk,100
1,0.9998698,32800,1.6400000000000001,High Risk,High Risk,100
1,0.99986625,32900,1.645,High Risk,High Risk,100
1,0.9998659,33000,1.6500000000000001,High Risk,High Risk,100
1,0.9998659,33100,1.6549999999999998,High Risk,High Risk,100
1,0.9998648,33200,1.66,High Risk,High Risk,100
1,0.9998648,33300,1.6650000000000003,High Risk,High Risk,100
1,0.999863,33400,1.67,High Risk,High Risk,100
1,0.99986196,33500,1.675,High Risk,High Risk,100
1,0.99986076,33600,1.68,High Risk,High Risk,100
1,0.99985933,33700,1.685,High Risk,High Risk,100
1,0.999859,33800,1.69,High Risk,High Risk,100
1,0.9998585,33900,1.695,High Risk,High Risk,100
1,0.9998574,34000,1.7000000000000002,High Risk,High Risk,100
1,0.9998528,34100,1.7049999999999998,High Risk,High Risk,100
1,0.9998522,34200,1.71,High Risk,High Risk,100
1,0.99985135,34300,1.7149999999999999,High Risk,High Risk,100
1,0.9998462,34400,1.72,High Risk,High Risk,100
1,0.9998441,34500,1.725,High Risk,High Risk,100
1,0.9998398,34600,1.73,High Risk,High Risk,100
1,0.99983954,34700,1.735,High Risk,High Risk,100
1,0.9998386,34800,1.7399999999999998,High Risk,High Risk,100
1,0.9998381,34900,1.745,High Risk,High Risk,100
1,0.9998375,35000,1.7500000000000002,High Risk,High Risk,100
1,0.9998373,35100,1.755,High Risk,High Risk,100
1,0.9998369,35200,1.76,High Risk,High Risk,100
1,0.99983394,35300,1.765,High Risk,High Risk,100
1,0.99983346,35400,1.77,High Risk,High Risk,100
1,0.9998331,35500,1.775,High Risk,High Risk,100
0,0.9998324,35490,1.78,High Risk,High Risk,-10
1,0.99983156,35590,1.7850000000000001,High Risk,High Risk,100
1,0.9998313,35690,1.79,High Risk,High Risk,100
1,0.99982834,35790,1.7950000000000002,High Risk,High Risk,100
1,0.9998281,35890,1.7999999999999998,High Risk,High Risk,100
1,0.9998247,35990,1.805,High Risk,High Risk,100
1,0.99982446,36090,1.81,High Risk,High Risk,100
1,0.9998233,36190,1.815,High Risk,High Risk,100
1,0.9998228,36290,1.82,High Risk,High Risk,100
1,0.999818,36390,1.825,High Risk,High Risk,100
1,0.9998172,36490,1.83,High Risk,High Risk,100
1,0.9998161,36590,1.8350000000000002,High Risk,High Risk,100
1,0.9998141,36690,1.8399999999999999,High Risk,High Risk,100
1,0.9998128,36790,1.8450000000000002,High Risk,High Risk,100
1,0.99980825,36890,1.8499999999999999,High Risk,High Risk,100
1,0.999806,36990,1.855,High Risk,High Risk,100
1,0.9998056,37090,1.8599999999999999,High Risk,High Risk,100
1,0.99980193,37190,1.865,High Risk,High Risk,100
1,0.9997992,37290,1.87,High Risk,High Risk,100
1,0.9997961,37390,1.875,High Risk,High Risk,100
1,0.99979585,37490,1.8800000000000001,High Risk,High Risk,100
1,0.9997943,37590,1.8849999999999998,High Risk,High Risk,100
1,0.99979156,37690,1.8900000000000001,High Risk,High Risk,100
1,0.9997904,37790,1.8950000000000002,High Risk,High Risk,100
1,0.99978656,37890,1.9,High Risk,High Risk,100
1,0.9997863,37990,1.905,High Risk,High Risk,100
1,0.9997862,38090,1.91,High Risk,High Risk,100
1,0.9997844,38190,1.915,High Risk,High Risk,100
1,0.9997842,38290,1.92,High Risk,High Risk,100
1,0.9997836,38390,1.925,High Risk,High Risk,100
1,0.9997814,38490,1.9300000000000002,High Risk,High Risk,100
1,0.9997764,38590,1.9349999999999998,High Risk,High Risk,100
1,0.99977547,38690,1.94,High Risk,High Risk,100
1,0.99977463,38790,1.9449999999999998,High Risk,High Risk,100
1,0.9997732,38890,1.95,High Risk,High Risk,100
1,0.9997683,38990,1.955,High Risk,High Risk,100
1,0.9997675,39090,1.96,High Risk,High Risk,100
1,0.9997665,39190,1.965,High Risk,High Risk,100
1,0.9997652,39290,1.97,High Risk,High Risk,100
1,0.99976474,39390,1.975,High Risk,High Risk,100
1,0.999764,39490,1.9800000000000002,High Risk,High Risk,100
1,0.9997633,39590,1.9849999999999999,High Risk,High Risk,100
1,0.99976224,39690,1.9900000000000002,High Risk,High Risk,100
1,0.999762,39790,1.9949999999999999,High Risk,High Risk,100
1,0.9997614,39890,2.0,High Risk,High Risk,100
1,0.9997578,39990,2.005,High Risk,High Risk,100
1,0.9997569,40090,2.01,High Risk,High Risk,100
1,0.9997565,40190,2.015,High Risk,High Risk,100
1,0.9997564,40290,2.02,High Risk,High Risk,100
1,0.9997558,40390,2.025,High Risk,High Risk,100
1,0.99975425,40490,2.03,High Risk,High Risk,100
1,0.99974734,40590,2.035,High Risk,High Risk,100
0,0.9997459,40580,2.04,High Risk,High Risk,-10
1,0.99974567,40680,2.045,High Risk,High Risk,100
1,0.9997392,40780,2.0500000000000003,High Risk,High Risk,100
1,0.9997385,40880,2.0549999999999997,High Risk,High Risk,100
1,0.99973613,40980,2.06,High Risk,High Risk,100
1,0.9997323,41080,2.0650000000000004,High Risk,High Risk,100
1,0.9997322,41180,2.07,High Risk,High Risk,100
1,0.9997321,41280,2.075,High Risk,High Risk,100
1,0.9997317,41380,2.08,High Risk,High Risk,100
1,0.9997304,41480,2.085,High Risk,High Risk,100
1,0.9997298,41580,2.09,High Risk,High Risk,100
1,0.99972886,41680,2.095,High Risk,High Risk,100
1,0.99972886,41780,2.1,High Risk,High Risk,100
1,0.99972457,41880,2.105,High Risk,High Risk,100
1,0.9997229,41980,2.11,High Risk,High Risk,100
1,0.9997228,42080,2.1149999999999998,High Risk,High Risk,100
1,0.9997211,42180,2.12,High Risk,High Risk,100
1,0.9997191,42280,2.125,High Risk,High Risk,100
1,0.9997187,42380,2.13,High Risk,High Risk,100
1,0.9997154,42480,2.1350000000000002,High Risk,High Risk,100
1,0.9997131,42580,2.1399999999999997,High Risk,High Risk,100
1,0.9997092,42680,2.145,High Risk,High Risk,100
1,0.99970835,42780,2.15,High Risk,High Risk,100
1,0.99970526,42880,2.155,High Risk,High Risk,100
1,0.9997049,42980,2.16,High Risk,High Risk,100
1,0.9997031,43080,2.165,High Risk,High Risk,100
1,0.9997013,43180,2.17,High Risk,High Risk,100
1,0.99969757,43280,2.175,High Risk,High Risk,100
1,0.9996953,43380,2.18,High Risk,High Risk,100
1,0.99969125,43480,2.185,High Risk,High Risk,100
1,0.9996891,43580,2.19,High Risk,High Risk,100
1,0.999689,43680,2.1950000000000003,High Risk,High Risk,100
1,0.99968827,43780,2.1999999999999997,High Risk,High Risk,100
1,0.9996877,43880,2.205,High Risk,High Risk,100
1,0.999683,43980,2.21,High Risk,High Risk,100
1,0.99968004,44080,2.215,High Risk,High Risk,100
1,0.99967444,44180,2.22,High Risk,High Risk,100
1,0.9996742,44280,2.225,High Risk,High Risk,100
1,0.99967206,44380,2.23,High Risk,High Risk,100
1,0.99966824,44480,2.235,High Risk,High Risk,100
1,0.99966764,44580,2.2399999999999998,High Risk,High Risk,100
1,0.99966156,44680,2.245,High Risk,High Risk,100
1,0.9996613,44780,2.25,High Risk,High Risk,100
1,0.9996567,44880,2.255,High Risk,High Risk,100
1,0.9996486,44980,2.26,High Risk,High Risk,100
1,0.99964726,45080,2.265,High Risk,High Risk,100
1,0.9996463,45180,2.27,High Risk,High Risk,100
1,0.9996426,45280,2.275,High Risk,High Risk,100
1,0.99964225,45380,2.2800000000000002,High Risk,High Risk,100
1,0.9996412,45480,2.2849999999999997,High Risk,High Risk,100
1,0.99963975,45580,2.29,High Risk,High Risk,100
1,0.99963677,45680,2.2950000000000004,High Risk,High Risk,100
1,0.99962974,45780,2.3,High Risk,High Risk,100
1,0.99962926,45880,2.305,High Risk,High Risk,100
1,0.9996276,45980,2.31,High Risk,High Risk,100
1,0.9996251,46080,2.315,High Risk,High Risk,100
1,0.99962103,46180,2.32,High Risk,High Risk,100
1,0.9996189,46280,2.325,High Risk,High Risk,100
1,0.9996183,46380,2.33,High Risk,High Risk,100
1,0.99961615,46480,2.335,High Risk,High Risk,100
1,0.99961406,46580,2.34,High Risk,High Risk,100
0,0.99961334,46570,2.3449999999999998,High Risk,High Risk,-10
1,0.9995981,46670,2.35,High Risk,High Risk,100
1,0.9995976,46770,2.355,High Risk,High Risk,100
1,0.9995952,46870,2.36,High Risk,High Risk,100
1,0.9995901,46970,2.365,High Risk,High Risk,100
1,0.9995881,47070,2.37,High Risk,High Risk,100
1,0.99958414,47170,2.375,High Risk,High Risk,100
1,0.9995796,47270,2.3800000000000003,High Risk,High Risk,100
1,0.9995789,47370,2.385,High Risk,High Risk,100
1,0.9995758,47470,2.39,High Risk,High Risk,100
1,0.99957496,47570,2.395,High Risk,High Risk,100
1,0.9995732,47670,2.4,High Risk,High Risk,100
1,0.99956936,47770,2.405,High Risk,High Risk,100
1,0.9995646,47870,2.41,High Risk,High Risk,100
1,0.99956304,47970,2.415,High Risk,High Risk,100
1,0.99955755,48070,2.42,High Risk,High Risk,100
1,0.99955004,48170,2.4250000000000003,High Risk,High Risk,100
1,0.9995485,48270,2.4299999999999997,High Risk,High Risk,100
1,0.99954826,48370,2.435,High Risk,High Risk,100
1,0.99954766,48470,2.44,High Risk,High Risk,100
1,0.9995466,48570,2.445,High Risk,High Risk,100
1,0.9995466,48670,2.45,High Risk,High Risk,100
1,0.9995443,48770,2.455,High Risk,High Risk,100
1,0.99954385,48870,2.46,High Risk,High Risk,100
1,0.9995433,48970,2.465,High Risk,High Risk,100
